number_id,name,province,published_at_date,review_text,rating,sentiment
4082,Pantai Marina,Jawa Tengah,2018-10-24T19:14:23,Untuk sekeluarga cocok,5,Positive
4083,Pantai Marina,Jawa Tengah,2018-10-24T11:57:23,"Bersih, nyaman buat rekreasi keluarga",4,Positive
4084,Pantai Marina,Jawa Tengah,2018-03-09T12:19:41,Pantai yang tepat untuk bisa melihat sunrise ataupun sunset di semarang.dengan harga tiket yg terjangkau pantai ini bisa menjadi sarana rekreasi yg murah bersama keluarga maupun teman2 .,5,Positive
4085,Pantai Marina,Jawa Tengah,2018-10-23T11:46:38,Nyaman untuk bersantai dan akses sangat mudah.,5,Positive
4086,Pantai Marina,Jawa Tengah,2018-10-23T11:21:46,debunya.. tolong solusikan,3,Negative
4087,Pantai Marina,Jawa Tengah,2018-10-23T10:38:24,Semoga pantai marina semakin bersolek agar menjadi daya tarik wisata kota semarang,3,Positive
4088,Pantai Marina,Jawa Tengah,2018-10-23T03:38:30,Pantai laut jawa semarang,4,Neutral
4089,Pantai Marina,Jawa Tengah,2018-10-22T15:29:30,Cukup bersih dan pemandangannya lumayan bagus,5,Positive
4090,Pantai Marina,Jawa Tengah,2018-10-22T08:50:14,"Pertama kali kemari. Ternyata ga jauh juga dari pusat kota Semarang. Walaupun agak telat datangnya pas sore itu, tapi lumayan lah dapat beberapa jepretan. Dan ternyata lumayan rame ya kalau sore. Menikmati matahari tenggelam bersama pasangan. Asyik lah ya. Selain itu juga banyak para tukang mancing disitu. Pokoke asyik. Kalau ke Semarang lagi sempetin datang kemari lagi",5,Positive
4091,Pantai Marina,Jawa Tengah,2018-10-21T23:43:05,Masih kurang nyaman pantainya,3,Negative
4093,Pantai Marina,Jawa Tengah,2018-10-21T08:00:47,Tempat yang bagus untuk melihat sunrise,5,Positive
4094,Pantai Marina,Jawa Tengah,2018-10-20T18:03:49,"Semarang memiliki banyak tempat wisata, salah satunya adalah pantai. Banyak pantai di Semarang, karena Semarang merupakan kota yang bersebelahan dengan laut.

Pantai di Semarang memang menjadi salah stau obyek wisata bagi orang orang semarang, karena dinilai bahwa menikmati sunset akan lebih indah bila dinikmati di Pantai.

Pantai Marina sendiri merupakan pantai buatan yang ada di Semarang, pantai ini merupakan salah satu pantai yang selalu ramai dikunjungi setiap harinya, di karenakan selain pemandangan yang indah, banyak orang berjualan makanan hingga minuman, tempatnya pun cocok untuk jogging di sore hari, jadi bilamana habis olahraga, bisa mampir ke pantai untuk menikmati udara yang sejuk.",5,Positive
4095,Pantai Marina,Jawa Tengah,2018-10-20T17:14:38,"viewnya bagus, langsung ngeliat laut. tapi kurangnya masih banyak banget sampah plastik dan barang2 yg habis dikonsumsi masyarakat jd ngefek sama kejernihan air dan ganggu pemandangan",3,Negative
4096,Pantai Marina,Jawa Tengah,2018-10-20T11:12:28,"satu satunya pantai yang cukup dikelola
di semarang terutama akses jalannya termudah namun pemandangannya tidak lebih baik dr pantai lain di semarang, pasir pantainya juga kurang menarik dan kotor",3,Negative
4097,Pantai Marina,Jawa Tengah,2018-10-20T04:48:48,Perlu penataan ulang dan perbaikan dibeberapa titik,4,Negative
4098,Pantai Marina,Jawa Tengah,2018-09-05T10:07:32,Bagus...krn msh tahap perbaikan semoga kedepan semakin bagus dan nyaman..,3,Positive
4099,Pantai Marina,Jawa Tengah,2018-10-19T15:42:41,Buat nyantai aja broo di sini,5,Positive
4100,Pantai Marina,Jawa Tengah,2018-10-18T04:06:00,Sudah lumayan tertata rame,4,Positive
4101,Pantai Marina,Jawa Tengah,2018-10-17T18:15:59,Kebahagiaan tersendiri,4,Positive
4102,Pantai Marina,Jawa Tengah,2018-10-17T13:41:48,Cocok untuk berlibur dan bermain anak anak. Menyediakan kapal untuk berlayar di sekitar pantai.,4,Positive
4103,Pantai Marina,Jawa Tengah,2018-10-17T02:24:42,Tempat kumpul santai bersama keluarga,4,Positive
4104,Pantai Marina,Jawa Tengah,2018-10-16T14:11:59,Kurang asyik bagi yang terbiasa mandi di pantai,2,Negative
4105,Pantai Marina,Jawa Tengah,2018-10-16T09:32:56,Salah satu pantai di kota semarang....  Yang mirip dengan pantai ancol.... Semoga bisa menjadi ancolnya semarang,4,Positive
4106,Pantai Marina,Jawa Tengah,2018-10-16T06:00:50,Kebersihan & ketertiban kurang,3,Negative
4107,Pantai Marina,Jawa Tengah,2018-10-16T05:02:43,"Ini sebenernya bukan pantai...karena kita tidak bisa bermain,penuh batu,ubur2,air keruh..",2,Negative
4108,Pantai Marina,Jawa Tengah,2018-10-15T21:35:25,Tidak ada yg istimewa,3,Negative
4109,Pantai Marina,Jawa Tengah,2018-10-15T21:31:33,"Pantainya biasa saja, tapi sunsetnya bagus",3,Neutral
4110,Pantai Marina,Jawa Tengah,2018-10-15T16:09:41,Sekarang lebih bersih,5,Positive
4111,Pantai Marina,Jawa Tengah,2018-10-15T14:42:09,"Lokasi pantai marina enak untuk berolahraga pagi dengan keluarga. Pada hari minggu pantai ini sangat ramai dikunjungi masyarakat baik yang ingin bermain air, memancing, ataupun jogging. Pada hari minggu juga banyak pedagang makanan yang berjualan di sana. Tempat rekreasi yang murah meriah",2,Positive
4112,Pantai Marina,Jawa Tengah,2018-10-15T14:19:52,"Pantai bersih,banyak pengunjung,dan ada batu-batu besar yang sangat mendukung keindahan pantai marina,saat ombak nabrak batu-batu besar ,air muncrat-muncrat ,cocok buat acara piknik pokoknya",5,Positive
4113,Pantai Marina,Jawa Tengah,2018-10-14T11:16:39,Tempat yang sangat pas untuk menikmati senja,5,Positive
4114,Pantai Marina,Jawa Tengah,2018-10-14T09:14:14,Ke sini baru renov.. airnya membludak haha,5,Neutral
4115,Pantai Marina,Jawa Tengah,2018-10-14T03:04:52,Sore sore mantaiii.....deket aja lokasinya...cuman di marina beach semarang....,5,Positive
4116,Pantai Marina,Jawa Tengah,2018-10-14T01:54:51,"Tempat mancing yang enak dengan angin yang semilir,",4,Positive
4117,Pantai Marina,Jawa Tengah,2018-10-13T16:46:05,"Sepiii, kurang indah",4,Negative
4118,Pantai Marina,Jawa Tengah,2018-10-13T09:49:09,Tempat yang nyaman buat melepas penat,2,Positive
4119,Pantai Marina,Jawa Tengah,2018-10-13T08:36:02,Pemandangannya sangat indah untuk berselfi ria,5,Positive
4120,Pantai Marina,Jawa Tengah,2018-10-12T06:32:27,Pantainya luas masuk kedalam gate perumahan bersih lingkungannya dan bisa untuk mancing serta ada restonya,3,Positive
4121,Pantai Marina,Jawa Tengah,2018-10-11T12:52:17,"Pantai favorit buat mancing dan berburu sunset.
Buat yg hoby fotografy cocok bgt buat preewed juga.
Buat belibur bersama keluarga di akhir pekan
Bukan hanya ada laut dan pantai tapi juga ad rusa.

Tersedia berbagai macam penjual jajanan jadi ga usah khawatir soal urusan perut.

Jangan lupa buang sampah pada tempatnya

#PiknikBiarMoveon",4,Positive
4122,Pantai Marina,Jawa Tengah,2018-10-11T09:23:52,"Lebih cocok untuk anak muda yang berpasangan, kurang pas untuk keluarga..",3,Neutral
4123,Pantai Marina,Jawa Tengah,2018-10-11T07:53:07,"HTMnya 5rb skg! Banyak jajanannya juga tapi tetep gak ada pasirnya hahaha yg pada mau naik kapal juga bisa, tapi tergantung aer laut juga ya",5,Neutral
4124,Pantai Marina,Jawa Tengah,2018-10-10T03:55:58,"Bagus,pengunjung semakin ramai terutama sore hari,  kebersihan perlu ditingkatkan lagi,",3,Neutral
4125,Pantai Marina,Jawa Tengah,2018-10-10T03:09:32,"Pantainya biasa saja,. semoga pemprov semarang peduli dengan perkembangan wisata disemarang.",3,Neutral
4126,Pantai Marina,Jawa Tengah,2018-10-09T17:12:07,"Pantai yg cocok buat liburan kluarga,,tempat yg pas buat kita yg hoby memancing",5,Positive
4127,Pantai Marina,Jawa Tengah,2018-10-09T15:39:49,"Seru, liburan murmer bersama keluarga. Yg msh jadi catatan, ketersediaan air kamar mandi kurang..",4,Neutral
4128,Pantai Marina,Jawa Tengah,2018-10-09T04:43:28,Kurang pasir!!! Pantai yg gak berpasir hahaha but still love the sunset,5,Neutral
4129,Pantai Marina,Jawa Tengah,2018-10-08T16:35:58,"Akses menuju lokasi mudah dijangkau. Dekat bandara A.Yani. Dekat objek wisata lain (PRPP, Taman Mareokoco, Kampung Laut Resto). Ramai saat weekend & hari libur. Harga tiket (okt '18) Rp 10rb (2 org + 1 kendaraan). Pantai tanpa pasir. Tersedia toilet, mushola & penjaja makanan di dalam lokasi. Tutup 19.00, bisa lihat sunset kalau langit cerah. Cocok untuk menghabiskan waktu di sore hari.",4,Positive
4130,Pantai Marina,Jawa Tengah,2018-10-07T07:42:47,"aku  sering mancing disana tempat nya asik ,asri, bisa cuci mata....",5,Positive
4131,Pantai Marina,Jawa Tengah,2018-10-06T13:59:32,"Salah satu pantai yang aling mudah di jangkau di semarang. Tiketnya murah cukup 5000 perorang. Tempatnya bersih, luas, pemandangannya juga lumayan bagus kok. Dateng kesana mau duduk sendirian ataupun bareng-bareng juga seruu. Banyak penjual makanan minuman disana jadi gak perlu repot-repot bawa bekal...",5,Positive
4132,Pantai Marina,Jawa Tengah,2018-10-06T01:02:03,"Bisa mancing, memberi makan rusa, wisata perahu, banyak pedagang kaki lima dengan berbagai sajian.",4,Positive
4133,Pantai Marina,Jawa Tengah,2018-10-05T12:54:25,"Perlu pengembangan lebih lanjut agar menjadi objek wisata yg diminati oleh warga Semarang, harga terjangkau, akses cukup mudah",3,Neutral
4134,Pantai Marina,Jawa Tengah,2018-10-03T13:05:11,"Tidak sesuai harapan, cukup menyenangkan. Sangat banyak pengunjung saat weekend",3,Neutral
4135,Pantai Marina,Jawa Tengah,2018-10-03T12:17:21,Jadi istimewa karenanya,4,Positive
4136,Pantai Marina,Jawa Tengah,2018-10-03T08:33:11,"Pemandangan sunset nya bagus, sunrise nya juga bagus
Buat joging jg enak, tempatnya bersih
Banyak orang mancing
Buat hunting2 view nya dapet laah...",5,Positive
4137,Pantai Marina,Jawa Tengah,2018-10-02T04:08:45,masuk bayar 5rb perorang,5,Neutral
4138,Pantai Marina,Jawa Tengah,2018-10-01T07:16:29,Suasananya oke banget,5,Positive
4139,Pantai Marina,Jawa Tengah,2018-10-01T07:03:54,"Pantainya bersih,  ada ombaknya yang mmpercantik pantai,  tp syang nggak ada pasirnya kaya pantai lainnya",3,Neutral
4140,Pantai Marina,Jawa Tengah,2018-10-01T05:47:44,"Pantainya cukup bersih, banyak orang jualan makanan dipanggil pantai, yang bikin gak enak pemandangan yaitu banyak anak anak muda 0ada pacaran d pinggir pantai,  mash ABG 2 lagi. Ada juga kapal kapal kecil untuk dinaiki memutar pantai,",3,Neutral
4141,Pantai Marina,Jawa Tengah,2018-09-30T14:15:55,Banyak makanan dan tempat nyantai. Adem.,4,Positive
4142,Pantai Marina,Jawa Tengah,2018-09-30T12:27:05,Lumayan bagus untuk spot foto foto,3,Positive
4143,Pantai Marina,Jawa Tengah,2018-09-22T11:21:31,Wisata murah meriah dalam kota semarang,5,Positive
4144,Pantai Marina,Jawa Tengah,2018-09-30T08:09:29,Tempat ini sebenarnya bagus cuma manajemennya harus diperbaiki lagi,3,Neutral
4145,Pantai Marina,Jawa Tengah,2018-09-30T00:41:46,Parkir luas namun sayang kurang perawatan dan inovasi taman..area bermain di pantai kurang safe tidak ada batas penunjuk kedalaman..berisiko bagi anak anak,3,Negative
4146,Pantai Marina,Jawa Tengah,2018-09-29T16:25:07,"enak buat nonton sunset, tapi kotor pantainya",4,Neutral
4147,Pantai Marina,Jawa Tengah,2018-09-29T11:44:30,Recommended buat rekreasi di Semarang,4,Positive
4148,Pantai Marina,Jawa Tengah,2018-09-29T06:21:04,Bagus pantai yg dulu,3,Negative
4149,Pantai Marina,Jawa Tengah,2018-09-28T23:17:38,"Yahh, pantainya orang semarang",5,Neutral
4150,Pantai Marina,Jawa Tengah,2018-09-28T07:34:16,"Panase ora umom., gk ada angin. Lebih enak pantai di gunung kidul atau jogja.",2,Negative
4151,Pantai Marina,Jawa Tengah,2018-09-27T15:26:56,Indah dan cukup bersih...,5,Positive
4152,Pantai Marina,Jawa Tengah,2018-09-27T14:39:20,Makin bagus pantainya..,5,Positive
4154,Pantai Marina,Jawa Tengah,2018-09-27T00:41:29,Murah tiket masuknya..cuma goceng,4,Positive
4155,Pantai Marina,Jawa Tengah,2018-03-14T06:00:49,Bagus tp kurang mewah,5,Neutral
4156,Pantai Marina,Jawa Tengah,2018-09-26T14:57:28,Asri damai & menyegarkan,5,Positive
4157,Pantai Marina,Jawa Tengah,2018-09-26T13:41:30,"Harga tiket 5 ribu, cocok buat mancing, ngobrol",5,Positive
4158,Pantai Marina,Jawa Tengah,2018-09-26T09:02:26,Bagus untuk menikmati senja,5,Positive
4159,Pantai Marina,Jawa Tengah,2018-09-25T10:02:33,"Masih banyak sampah berserakan
Sayang sekali
Padahal pemandangan sangat indah...mengagumkan",2,Neutral
4160,Pantai Marina,Jawa Tengah,2018-09-25T08:03:34,Lumayan untuk jogging,3,Positive
4161,Pantai Marina,Jawa Tengah,2018-09-24T12:00:20,"Pantai Marina salah satu obyek wisata pantai yang ada di kota Semarang, obyek wisata ini jadi satu kawasan dengan perumahan elite. Di pantai Marina selain menyuguhkan wisata pantai ada juga penangkaran hewan Menjangan. Disini juga sering kali digunakan oleh para pengemar memancing untuk melakukan aktivitas. Pengunjung juga bisa naik kapal untuk sekedar berkeliling sepanjang pantai disekitar Marina.",5,Positive
4162,Pantai Marina,Jawa Tengah,2018-09-24T10:21:46,Harus bisa lebih di kembangkan lagi agar menjadi tempat wisata yg menarik di kota Semarang.,5,Neutral
4163,Pantai Marina,Jawa Tengah,2018-09-24T09:50:15,"Tempatnya enak buat santai. Buat nongkrong bareng temen temen. Parkir luas langsung di tepi pantai. Tp sayang, pantainya gak bisa buat mandi atau main air. Karena tidak ada garis pantainya. Gak ada pasirnya jg. Pemisah antara laut dan daratan berupa dermaga yg pinggirnya diberi tumpukan batu karang. Airnya kotor dan bau amis. Mungkin karena deket dg muara suangai. Kalau ke sini enaknya sore menjelang malam. Karena bisa  lihat  sunset dan udaranya tidak panas.
Toilet umum jg belum ada di sini. Ongkos masuk /24-09-2018  Rp 5000,-",4,Neutral
4164,Pantai Marina,Jawa Tengah,2018-09-24T06:15:44,pasir pantai hanya sebagian,4,Neutral
4165,Pantai Marina,Jawa Tengah,2018-09-24T02:06:00,Pantai Pampes.... Banyak yg buang pampes di laut,3,Negative
4166,Pantai Marina,Jawa Tengah,2018-09-23T11:20:00,Tempat rekreasi keluarga murah,4,Positive
4167,Pantai Marina,Jawa Tengah,2018-04-14T03:22:07,Pemandangannya menakjubkan saat sunrise dan sunset,4,Positive
4168,Pantai Marina,Jawa Tengah,2018-09-23T04:02:23,Lumayan ramai..pantai agak kotor,5,Neutral
4169,Pantai Marina,Jawa Tengah,2018-09-23T03:59:19,"Lumayanlah untuk piknik sejenak bersama keluarga di pagi atau sore hari. Bisa memancing, naik kapal, trekking seputar pantai atau hanya duduk2 di pinggir pantai sambil selfie ",3,Positive
4170,Pantai Marina,Jawa Tengah,2018-09-23T03:32:10,"Pantainya bagus indah dan cocok untuk berwisata dekat dengan kuliner, bandara. Nggak nyesel kalau liburan kesana.",4,Positive
4171,Pantai Marina,Jawa Tengah,2018-09-22T23:40:50,Pagi2 olga jogging di pantai....asik...hawanya bikin nyes,4,Positive
4172,Pantai Marina,Jawa Tengah,2018-09-23T02:51:14,Menyenagkan buat botram ma keluarga,3,Positive
4173,Pantai Marina,Jawa Tengah,2018-01-12T09:52:15,pantainya kurang bersih,4,Negative
4174,Pantai Marina,Jawa Tengah,2018-09-22T03:56:56,Pengelolaannya blm maksimal..,3,Negative
4175,Pantai Marina,Jawa Tengah,2018-09-01T09:06:30,Bagus buat hunting foto sunset ,5,Positive
4176,Pantai Marina,Jawa Tengah,2018-09-21T09:48:28,"Tidak beda dgn pantai"" yg lain,apa sih yg bisa dilihat dipantai klau ndak deboran ombak ya orang pada berenang,atau orang pacaran...apalagi",3,Neutral
4177,Pantai Marina,Jawa Tengah,2018-09-21T06:39:44,"Xo penampakannya kaya pelabuhan ya,,kl bisa tempat buat main d pantainya d perhatikan lagi",3,Negative
4178,Pantai Marina,Jawa Tengah,2018-09-21T04:55:04,Sayang pantainya tak seperti dulu lagi,2,Negative
4179,Pantai Marina,Jawa Tengah,2018-09-20T14:37:50,Buat menghilangkan kepenatan enak,5,Positive
4180,Pantai Marina,Jawa Tengah,2018-09-20T11:04:21,"Kurang lengkap fasilitasnya
Tp okehlah buat selfie",4,Neutral
4181,Pantai Marina,Jawa Tengah,2018-09-19T07:09:16,Tempatnya kurang terawat dan kotor. Tapi sunsetnya bagus,3,Neutral
4182,Pantai Marina,Jawa Tengah,2018-09-19T05:11:52,"Saya wisatawan dari jatim, pantai ini cukup bagus dengan tiket masuk hanya 5000. Namun masih kurang penerangan, mengingat setelah lihat sunset cukup gelap.",3,Neutral
4183,Pantai Marina,Jawa Tengah,2018-09-19T04:49:10,cocok untk wisata keluarga,5,Positive
4184,Pantai Marina,Jawa Tengah,2018-09-18T23:23:39,Banyak sampah di pantai,3,Negative
4185,Pantai Marina,Jawa Tengah,2018-09-18T17:04:19,"Pantainya cukup bagus meskipun disini pantainya pantai batuan (bukan pasir), harga retribusi masuk masih terjangkau (5000/motor), cocok untuk nongkrong di sore hari. Banyak pedagang makanan maupun minuman di sekitar pantai dengan harga yang relatif terjangkau",4,Positive
4186,Pantai Marina,Jawa Tengah,2018-09-10T10:57:24,Bagus untuk sore hari melihat sunset,4,Positive
4187,Pantai Marina,Jawa Tengah,2018-09-17T09:33:32,Pantai cenderung kotor dan tidak rapi..,3,Negative
4188,Pantai Marina,Jawa Tengah,2018-04-27T14:25:36,Lumayan buat ngabuburit..pantainya ala kadarnya..,3,Neutral
4189,Pantai Marina,Jawa Tengah,2018-09-17T07:31:36,"Pantai marina.
Saya pernah ke pantai marina. Pantainya baunya amis dari dekat. Sampah juga masih banyak. Saya datang dengan 2 motor. Satu motor 5 ribuan tiketnya. Jadi dihitung atas motor bukan atas orang. Sampai sana langsung menuju tempat parkir. Parkir deh. Terus foto foto. Spot foto fotonya tidak banyak. Paling background kapal, batu sama air laut.
Tempat makan disana banyak. Bisa makan mie bisa makan siomai bisa makan bakso.",4,Negative
4190,Pantai Marina,Jawa Tengah,2018-08-21T13:22:06,Pantainya kurang bersih,2,Negative
4191,Pantai Marina,Jawa Tengah,2018-09-16T12:02:55,Tempatya enak buat mancing,5,Positive
4192,Pantai Marina,Jawa Tengah,2018-09-16T08:57:21,Belum tertata dengan baik,3,Negative
4193,Pantai Marina,Jawa Tengah,2018-09-15T01:05:48,"Harus di perbaiki lagi fasilitasnya  , toilet kurang",3,Negative
4194,Pantai Marina,Jawa Tengah,2016-11-29T14:11:43,Cocok untuk mancing keluarga,3,Positive
4195,Pantai Marina,Jawa Tengah,2018-09-14T05:30:36,Mending pagi atau sore hari klo berkunjung cz panasnya menyengat sampai dalam tulang,4,Neutral
4196,Pantai Marina,Jawa Tengah,2018-09-14T04:32:03,"Banyak sampah,  kurang terawat",3,Negative
4197,Pantai Marina,Jawa Tengah,2018-09-14T02:29:37,"tempatnya sekarang rame..
banyak jual jajan..
menikmati kopi sambil liat air..",4,Positive
4198,Pantai Marina,Jawa Tengah,2018-09-13T23:38:15,Pagi2 dapat Udara segar dan view ketenangan,5,Positive
4199,Pantai Marina,Jawa Tengah,2018-09-13T18:36:17,Untuk nyantai di sore hari sambil lihat sunset..sayang kurang terawat pengelolaan nya jadi banyak sampah tercecer,5,Neutral
4200,Pantai Marina,Jawa Tengah,2018-09-13T13:17:32,"Senja kala itu di pantai marina,",4,Neutral
4201,Pantai Marina,Jawa Tengah,2018-09-13T12:09:51,Enak banget buat nongkrong sore2. Angin sepoi2 nggk panas. Banyak penjual makanan ringan dan minuman. Tempat gk jau dari pusat kota semarang,5,Positive
4202,Pantai Marina,Jawa Tengah,2018-09-12T21:36:54,"Ga ada tempat laen yg deket,ya ke pantai marina saja",3,Neutral
4203,Pantai Marina,Jawa Tengah,2018-09-12T15:31:35,"Tempat cocok untuk spot foto, apalagi waktu sunset, htm 5rb, banyak penjual di sekitar pantai jdi tdk usah khawatir kalo laper, ada toilet, kalo mau naik brt bisa turun di terang bangsa lalu jalan sebentar",5,Positive
4204,Pantai Marina,Jawa Tengah,2018-09-12T04:46:42,"Lumayan buat duduk dan ngobrol. Anginnya kencang. Ombaknya besar. Banyak yang mancing. Banyak pasangan. Ada juga keluarga. Lautnya tidak bening, tidak terlalu keruh juga. Tapi bersih.",3,Positive
4205,Pantai Marina,Jawa Tengah,2018-09-12T04:35:07,Enak buat sepedaan pagi atau sore hari,4,Positive
4206,Pantai Marina,Jawa Tengah,2018-09-11T23:08:05,"Panas astaga wkwk kirain kek pantai di Jo**a gitu, bisa main pasir dll, ternyata area pertambangan, udah dibeton. Panas pula.",4,Negative
4207,Pantai Marina,Jawa Tengah,2018-09-11T12:09:26,Masih kurang fasilitas,4,Negative
4208,Pantai Marina,Jawa Tengah,2018-09-11T07:40:54,Pantai indah didekat kota besar.,4,Positive
4209,Pantai Marina,Jawa Tengah,2018-09-11T02:56:01,"Biasa aja, ga ada yang istimewa. Masihkah layak disebut pantai?",3,Negative
4210,Pantai Marina,Jawa Tengah,2018-09-11T02:53:37,selalu merasa tentram kalo kesini,5,Positive
4211,Pantai Marina,Jawa Tengah,2018-09-11T00:23:55,Klo siang tempatnya puanas ngga ada iyup2nya dab keliatan gersang dan juga yang jualan kurang,3,Negative
4212,Pantai Marina,Jawa Tengah,2018-09-10T11:25:52,"Tempat yang indah penuh kenangan, cocok untuk mempererat keharmonisan dengan keluarga maupun kekasih tercinta",5,Positive
4213,Pantai Marina,Jawa Tengah,2018-06-18T03:45:13,Pantainya banyak airnya...ikannya sedikit. Saya mancing gak dapat dapat,3,Negative
4214,Pantai Marina,Jawa Tengah,2018-09-09T14:21:56,"Pantai yg tenang, banyak perahu, masuk nya gratis. Banyak penjual makanan. Bersih lumayan utk duduk menikmati angin",5,Positive
4215,Pantai Marina,Jawa Tengah,2018-09-09T08:13:30,"Tempatnya enak buat liat sunset.. tapi jangan harap bisa main pasir cantik kayak di pantai lain, hehe",5,Neutral
4216,Pantai Marina,Jawa Tengah,2018-09-09T07:03:43,"Kalau malam gelap banget, ngga ada lampu. Pantai, tapi ngga berpasir. Jadi bingung.",2,Negative
4217,Pantai Marina,Jawa Tengah,2018-09-09T02:14:24,"Destinasi wisata alam paling dekat dengan kota Semarang. Lokasi hanya sekitar 6km dari simpang lima. Tiket masuk hanya Rp 5.000,- saja per orang. Jika naik taksi online mobil dan driver tidak dihitung. Pantainya bersih dan asri. Bisa berenang atau naik perahu yang tersedia.",5,Positive
4218,Pantai Marina,Jawa Tengah,2018-09-09T01:48:47,"bagus buat nyunset, tapi kalo kesana pas siang itu panas banget dan jajanan yang ada disana itu harganya diatas harga normal",4,Neutral
4219,Pantai Marina,Jawa Tengah,2018-09-07T20:03:00,Refreshing paling indah itu pantai ( Sumbiri Motor Club ),3,Positive
4221,Pantai Marina,Jawa Tengah,2018-09-06T15:07:41,"Nyaman sekali sepedaan di pantai marina
Sepeda tidak di kenakan biaya masuk

Lumayan olah raga sembari melepas penat bos..",5,Positive
4222,Pantai Marina,Jawa Tengah,2018-09-06T09:56:01,Indahnya pantai Marina semarang,5,Positive
4223,Pantai Marina,Jawa Tengah,2018-09-06T03:30:05,Nyaman.. Jauh dari kebisingan ..,4,Positive
4224,Pantai Marina,Jawa Tengah,2018-09-06T03:20:21,"Mau berenang
Mau naik kapal
Mau naik kereta2an juga ada
Mau ngasih makan rusa juga ada
1 tempat banyak manfaat....",5,Positive
4225,Pantai Marina,Jawa Tengah,2018-09-05T09:54:28,"Pemandangan & suasana pantai yg indah, sayangnya seringnya banyak org pacaran.",5,Neutral
4226,Pantai Marina,Jawa Tengah,2018-09-05T04:00:50,Rapi dan bisa buat mandi di pinggir cuma kurang pengelolaan,4,Neutral
4227,Pantai Marina,Jawa Tengah,2018-09-05T00:47:03,"Bagus buat rekreasi, tiket terjangkau. Tapi agak kotor",3,Neutral
4228,Pantai Marina,Jawa Tengah,2018-09-04T11:04:48,Fasilitas seadanya dengan beberapa penjaja makanan tersedia di jalan sebelum pantai,3,Neutral
4229,Pantai Marina,Jawa Tengah,2018-09-04T06:12:22,"pantai mmg menyenangkan, tmpt rekreasi yg murah dan asyik, tp sayang banyak sampah mengotori tmpt ini...",4,Neutral
4230,Pantai Marina,Jawa Tengah,2018-09-04T00:34:07,pantai paling dekat dengan rumah,5,Positive
4231,Pantai Marina,Jawa Tengah,2018-09-03T08:53:16,"Keindahan panorama pinggir pantai, walaupun sedikit pasir dan terbentangnya tanggul pelindung dipantai setidaknya menambah daftar liburan yang dituju, harga tiket cukuplah , lumayan lah untuk menambah kumpulan foto selfie, klo laper tidak masalah banyak penjual makanan dan minuman , tapi klo habis makan dan minum jangan lupa ya buang sampahnya ditempat yang tersedia hehehe",5,Positive
4232,Pantai Marina,Jawa Tengah,2018-09-03T02:19:59,"Tempat yang cocok untuk liburan keluarga, terutama sore hari",5,Positive
4233,Pantai Marina,Jawa Tengah,2018-09-02T07:20:33,Kurang tempat berteduhnya,3,Negative
4234,Pantai Marina,Jawa Tengah,2018-09-02T03:42:14,Saya suka ke pantai marina karena tempatnya segar dan enak,5,Positive
4235,Pantai Marina,Jawa Tengah,2018-09-01T17:13:56,bgs buat jalan2 santai pagi2 bersama anak2,5,Positive
4236,Pantai Marina,Jawa Tengah,2018-08-31T20:58:23,Resiko jomblo datang sendiri nonton orang pacaran di pinggir pantai...,4,Neutral
4237,Pantai Marina,Jawa Tengah,2018-08-15T03:27:11,aroma lautnya agak berbau aneh.. ga ada pasirnya... airnya keruh.. kurang nyaman,3,Negative
4238,Pantai Marina,Jawa Tengah,2018-08-31T08:57:08,"Walau tidak seperti dulu lagi, nyatanya masih enak dibuat santai2",4,Positive
4239,Pantai Marina,Jawa Tengah,2018-08-31T04:12:00,Tempat ini mudah dijangkau. Murah. Tetapi pasirnya hitam jadi tidak bisa bermain pasir dan batu karangnya tajam. Cocok untuk memancing atau sekedar menikmati angin pantai.,5,Neutral
4240,Pantai Marina,Jawa Tengah,2018-08-30T15:24:09,"Tiket masuk murah,cuma 5rb sudah termasuk parkir",4,Positive
4241,Pantai Marina,Jawa Tengah,2018-08-30T13:43:20,"Di semarang cuman ada ini saja mau gimana lagi, di syukuri yang ada , the best saat Pergantian tahun baru, bikin ketagihan kalau kesini ...",5,Positive
4242,Pantai Marina,Jawa Tengah,2018-08-30T12:29:54,Tempatnya kurang bagus.... Untuk wisata....,2,Negative
4243,Pantai Marina,Jawa Tengah,2018-08-30T08:58:52,Pantainya kotor. Warna airnya coklat,4,Negative
4244,Pantai Marina,Jawa Tengah,2018-08-23T03:50:51,Tetap indah dan tenang melihat langit dan air nampak bersatu. Sayang tdk memiliki pasir  yg indah,4,Neutral
4245,Pantai Marina,Jawa Tengah,2018-08-29T06:11:40,Keren lah pokonya buat santai,4,Positive
4246,Pantai Marina,Jawa Tengah,2018-08-29T05:40:57,Mungkin bisa lebih diperbanyak untuk penanaman pohon dan lebih menjaga kebersihan,4,Neutral
4247,Pantai Marina,Jawa Tengah,2018-08-27T07:34:22,Pantai yang kurang bagus.,1,Negative
4248,Pantai Marina,Jawa Tengah,2018-08-26T09:58:29,"Tempat dekat kota, nyaman, bersih, damai tenang di pagi hari...",4,Positive
